"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     ,     "rms[k]"     ,     "rms[w]"     ,  "Avg_Massflow"  ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)"
         718,      -8.428170246,      -8.152306528,      -7.149014447,      -6.098696946,      -8.829919511,      -4.489885116,   0.0008943738316,         0.0436407132,        -0.04274633937
         719,      -8.423275555,      -8.155987105,      -7.144618404,      -6.080175766,      -8.851974121,      -4.512218973,   0.0008961393749,        0.04363934633,        -0.04274320696
         720,      -8.419586831,      -8.159230176,      -7.141447817,      -6.063918083,       -8.87332513,      -4.536484309,   0.0008977951127,        0.04363814362,        -0.04274034851
         721,      -8.417479152,      -8.161917951,      -7.140051879,      -6.051088062,        -8.8921876,      -4.562017285,   0.0008993563772,        0.04363709504,        -0.04273773866
         722,      -8.415494202,       -8.16348556,      -7.138651711,       -6.03950012,      -8.906360111,      -4.588052233,   0.0009007899014,        0.04363613722,        -0.04273534732
         723,      -8.411823538,      -8.165244599,      -7.134943008,      -6.027482535,      -8.913908519,      -4.615205302,   0.0009021613499,        0.04363531132,        -0.04273314997
         724,      -8.409056212,      -8.167093146,       -7.13215345,      -6.019225132,      -8.913184046,      -4.642480655,   0.0009035103726,        0.04363463359,        -0.04273112321
         725,      -8.406889362,      -8.168774196,      -7.129741167,      -6.013406029,      -8.903976925,      -4.669191309,   0.0009049290775,        0.04363417733,        -0.04272924825
         726,      -8.407046546,      -8.170151038,      -7.129968481,      -6.010177021,      -8.887256723,      -4.693241624,   0.0009064525029,        0.04363395952,        -0.04272750702
         727,      -8.408177224,      -8.171281759,      -7.131023132,      -6.009390806,      -8.865256329,      -4.713666728,    0.000908168764,        0.04363405487,        -0.04272588611
         728,      -8.411948024,      -8.173031653,      -7.135023826,      -6.012878275,      -8.840539718,      -4.728478992,   0.0009101283582,        0.04363450214,        -0.04272437378
         729,      -8.417827553,      -8.174512356,      -7.141274088,      -6.021284186,      -8.815096223,      -4.734849879,   0.0009122828126,        0.04363523898,        -0.04272295617
         730,      -8.423165902,      -8.173914542,       -7.14693377,      -6.033083309,      -8.789707703,      -4.732918241,   0.0009145191308,        0.04363613754,        -0.04272161841
         731,      -8.425005321,       -8.17279294,      -7.148528982,      -6.047029178,      -8.764699723,      -4.725217551,   0.0009167871368,        0.04363713789,        -0.04272035075
         732,      -8.424555575,      -8.172668717,      -7.147133908,      -6.064370757,      -8.741177442,      -4.706116707,   0.0009191641685,         0.0436383157,        -0.04271915153
         733,      -8.426913048,      -8.173020058,      -7.149031797,      -6.087096603,      -8.720244624,      -4.687086811,   0.0009216573304,        0.04363967901,        -0.04271802168
         734,      -8.430830186,      -8.173763601,      -7.152570121,      -6.113414853,      -8.702801682,      -4.681699201,   0.0009242917401,          0.043641258,        -0.04271696626
         735,      -8.437415024,      -8.174811401,      -7.159061675,       -6.14449013,      -8.689171122,      -4.654709616,   0.0009270418501,        0.04364303157,        -0.04271598972
         736,        -8.4451142,      -8.172077083,      -7.167019663,      -6.142991375,      -8.678469383,       -4.64765289,   0.0009297627282,        0.04364485478,        -0.04271509205
         737,      -8.447565177,      -8.165843926,      -7.169383142,      -6.216892607,      -8.669410771,      -4.632594683,   0.0009323466004,        0.04364662288,        -0.04271427628
         738,      -8.445441952,      -8.160462985,      -7.166378392,      -6.233885237,       -8.66192324,      -4.618771534,   0.0009347749619,        0.04364832598,        -0.04271355102
         739,      -8.445901958,       -8.15497894,      -7.166118108,      -6.230593073,      -8.656630165,      -4.606906185,   0.0009370162794,         0.0436499421,        -0.04271292583
         740,      -8.450529758,      -8.149016241,      -7.170514434,      -6.236108174,      -8.654010476,      -4.597481493,   0.0009390476868,        0.04365145675,        -0.04271240907
         741,      -8.458519279,      -8.139659168,      -7.178519548,      -6.189727479,      -8.653779105,      -4.588435739,   0.0009408380226,         0.0436528434,        -0.04271200538
         742,      -8.466471132,      -8.122275412,      -7.186944266,      -6.154423323,      -8.654497032,      -4.579446817,   0.0009423086384,        0.04365402642,        -0.04271171778
         743,      -8.467952361,      -8.100921217,      -7.188472548,       -6.26865893,      -8.654962921,       -4.57203926,   0.0009434121359,        0.04365496381,        -0.04271155168
         744,      -8.467111883,      -8.078030264,      -7.186887463,      -6.268632608,      -8.655539541,      -4.552152263,   0.0009441420486,        0.04365565333,        -0.04271151128
         745,      -8.471745099,      -8.054169166,      -7.191317276,      -6.274381473,      -8.657011806,      -4.560283409,   0.0009445017657,        0.04365609918,        -0.04271159741
         746,      -8.480906023,      -8.029315893,      -7.200566079,      -6.277393786,      -8.659768476,       -4.54774774,    0.000944535117,        0.04365634274,        -0.04271180763
         747,       -8.49242622,      -8.000686268,      -7.212585606,      -6.137782753,      -8.662785743,      -4.549670063,    0.000944248077,        0.04365638971,        -0.04271214163
         748,      -8.498036693,      -7.968169784,      -7.218635395,      -6.220047221,      -8.664598022,      -4.544015442,   0.0009436533346,        0.04365625413,         -0.0427126008
         749,      -8.498391632,      -7.934627309,      -7.218748479,      -6.313577846,      -8.665309468,      -4.538187349,   0.0009428061327,         0.0436559881,        -0.04271318196
         750,      -8.500996289,      -7.901520389,      -7.220870827,      -6.317621756,      -8.666153006,      -4.532850495,   0.0009417820105,         0.0436556586,        -0.04271387659
         751,      -8.509389661,      -7.870947711,      -7.229444925,       -6.33044512,      -8.667935528,      -4.528311989,   0.0009406551104,        0.04365532849,        -0.04271467338
         752,      -8.520817644,       -7.84182895,       -7.24124634,      -6.177745687,      -8.669924582,       -4.52182967,   0.0009394446502,        0.04365501237,        -0.04271556772
         753,      -8.528523577,      -7.812135967,      -7.249585132,      -6.196616612,      -8.670082403,      -4.513709462,   0.0009381220745,        0.04365468512,        -0.04271656305
         754,      -8.528047465,      -7.782089701,      -7.249014056,      -6.385568846,      -8.668119448,      -4.503876662,   0.0009367358291,        0.04365439134,        -0.04271765551
         755,      -8.527396875,      -7.753129628,      -7.247632942,      -6.398486653,      -8.665627078,      -4.490861131,   0.0009353561985,        0.04365419102,        -0.04271883482
         756,      -8.533198731,      -7.727658975,      -7.253344285,      -6.421333603,      -8.663610532,      -4.486975445,   0.0009340055498,        0.04365409723,        -0.04272009168
         757,      -8.543176592,        -7.7053933,      -7.263365845,      -6.163903756,      -8.661339323,      -4.479991467,   0.0009326424839,        0.04365407198,         -0.0427214295
         758,      -8.550221796,      -7.683969377,      -7.270691515,      -6.155551767,      -8.656302358,        -4.4683585,   0.0009311728624,        0.04365404274,        -0.04272286988
         759,       -8.54754556,      -7.662241899,      -7.267496297,      -6.350997016,      -8.648449322,      -4.455799464,    0.000929628478,        0.04365405526,        -0.04272442678
         760,       -8.54446708,      -7.641619753,      -7.263321746,      -6.388679997,      -8.639949968,      -4.443932194,    0.000928038601,        0.04365414887,        -0.04272611027
         761,      -8.547972051,      -7.624256531,      -7.266212437,      -6.476423933,      -8.632446249,      -4.433369464,   0.0009263807274,        0.04365431348,        -0.04272793276
         762,      -8.557182527,      -7.610200479,      -7.275195666,      -6.176813517,      -8.625242931,      -4.421208486,   0.0009245607683,        0.04365449142,        -0.04272993065
         763,      -8.563371963,       -7.59697361,      -7.281458094,      -6.176617537,      -8.615659461,      -4.406873406,    0.000922445989,        0.04365461935,        -0.04273217337
         764,      -8.559269329,      -7.583324469,      -7.276546414,      -6.363037555,      -8.604185406,      -4.391011674,   0.0009200517077,        0.04365476877,        -0.04273471706
         765,      -8.555555435,      -7.570833514,      -7.271487857,      -6.426699234,      -8.593525161,      -4.380093642,   0.0009173769274,         0.0436549846,        -0.04273760767
         766,      -8.560218508,       -7.56161613,      -7.275497356,       -6.34060832,      -8.585022793,      -4.370049332,   0.0009143390376,        0.04365523177,        -0.04274089273
         767,      -8.570263862,      -7.555041103,       -7.28537801,       -6.12269427,      -8.576922203,      -4.362359685,   0.0009107381139,        0.04365541537,        -0.04274467725
         768,      -8.572832899,      -7.548203821,      -7.287876509,      -6.210354103,      -8.567105082,      -4.350388167,   0.0009064219431,        0.04365551944,         -0.0427490975
         769,      -8.566450498,      -7.540843932,      -7.280352715,      -6.357087006,      -8.557185947,      -4.340607972,   0.0009014105868,        0.04365564728,        -0.04275423669
         770,      -8.565139697,      -7.535338473,       -7.27791318,      -6.487379095,      -8.549498629,      -4.333727657,   0.0008956858502,        0.04365583016,        -0.04276014431
         771,      -8.573810531,      -7.533125659,      -7.286432279,      -6.216670033,      -8.544057917,      -4.327312336,   0.0008891154463,        0.04365601335,         -0.0427668979
         772,      -8.582928917,      -7.531897433,       -7.29593838,      -6.163620405,      -8.538347119,      -4.318506139,   0.0008814332196,        0.04365612303,        -0.04277468981
         773,      -8.580379446,      -7.529470789,      -7.293056558,      -6.359474537,      -8.531982064,      -4.309715358,   0.0008725990116,        0.04365623455,        -0.04278363554
         774,      -8.576638743,      -7.527595076,      -7.288236887,      -6.446679822,      -8.526921678,      -4.305061137,   0.0008626614544,        0.04365641562,        -0.04279375416
         775,      -8.582537885,      -7.528505776,      -7.293729802,      -6.341423273,      -8.524349261,      -4.301429347,   0.0008516033603,        0.04365663737,        -0.04280503401
         776,       -8.59571638,      -7.531702087,       -7.30734973,       -6.14982602,      -8.522781746,      -4.298564391,   0.0008391771349,        0.04365680487,        -0.04281762774
         777,      -8.601122019,      -7.534180328,      -7.313282861,       -6.28429228,      -8.520439214,      -4.293224264,   0.0008252138032,        0.04365691035,        -0.04283169654
         778,       -8.59837388,      -7.536131523,      -7.309683109,      -6.416840117,      -8.518645251,      -4.289848537,   0.0008098814266,         0.0436570575,        -0.04284717608
         779,      -8.603758232,      -7.540379652,      -7.314504947,      -6.558787463,      -8.519109608,      -4.288680835,   0.0007933395085,        0.04365726785,        -0.04286392834
         780,      -8.620262322,      -7.547628154,      -7.331557016,      -6.215031011,      -8.521337461,      -4.286553371,   0.0007755027243,        0.04365746928,        -0.04288196655
         781,      -8.634221466,      -7.555051174,      -7.346496643,      -6.260000129,      -8.523176714,      -4.282412025,   0.0007561396896,        0.04365760452,        -0.04290146483
         782,      -8.636801917,        -7.5617402,      -7.348830443,      -6.432563577,      -8.525219878,      -4.279259991,   0.0007354822234,        0.04365775809,        -0.04292227587
         783,      -8.643989614,         -7.570204,      -7.355534853,      -6.585166137,      -8.529221287,      -4.279558846,   0.0007138406599,        0.04365797206,         -0.0429441314
         784,      -8.662876676,      -7.581520859,      -7.374860362,      -6.296079437,      -8.535430592,      -4.279442279,   0.0006913364133,        0.04365819859,        -0.04296686218
         785,      -8.684276586,      -7.593836281,      -7.397375588,        -6.2479192,      -8.541780858,      -4.276590746,   0.0006677608481,        0.04365835923,        -0.04299059839
         786,      -8.693951862,       -7.60574242,      -7.407621345,      -6.450097085,       -8.54804755,       -4.27478878,   0.0006433186868,        0.04365849458,        -0.04301517589
         787,      -8.702131794,       -7.61869182,      -7.415416376,      -6.566155466,      -8.556003736,      -4.275274932,   0.0006184585303,         0.0436586719,        -0.04304021337
         788,      -8.721138052,      -7.633677814,       -7.43465061,      -6.434092753,      -8.566452725,      -4.276866929,   0.0005934811492,        0.04365888014,        -0.04306539899
         789,      -8.746418401,       -7.64963332,      -7.461077368,      -6.295844528,      -8.577486589,      -4.275867953,   0.0005682522449,         0.0436590407,        -0.04309078846
         790,      -8.760099955,      -7.665092672,      -7.475815774,      -6.489137856,      -8.588037656,      -4.275233568,   0.0005428716826,        0.04365914554,        -0.04311627386
         791,      -8.765307434,      -7.680726404,       -7.48048201,      -6.596851029,      -8.599963874,      -4.277449932,   0.0005178313297,        0.04365926286,        -0.04314143153
         792,      -8.779650823,      -7.696834622,      -7.494597216,      -6.575522666,      -8.614288606,      -4.281218118,   0.0004934691024,        0.04365939496,        -0.04316592586
         793,      -8.801096912,      -7.712854979,      -7.516502496,      -6.342129082,      -8.629351389,      -4.283125469,   0.0004697235146,        0.04365948001,         -0.0431897565
         794,       -8.81236339,      -7.727653778,      -7.528334409,      -6.454025571,      -8.643340744,      -4.284058901,   0.0004465520206,        0.04365949541,        -0.04321294339
         795,      -8.810865098,      -7.741422971,      -7.525881544,      -6.610228477,      -8.657849848,      -4.288103554,    0.000424336916,         0.0436595141,        -0.04323517718
         796,      -8.815829291,      -7.754153787,      -7.529937434,      -6.680817754,      -8.673892554,       -4.29385334,   0.0004033129793,        0.04365954778,         -0.0432562348
         797,      -8.828400432,      -7.766297957,      -7.542070704,      -6.468693091,      -8.690740298,      -4.298915791,    0.000383490763,        0.04365955698,        -0.04327606622
         798,      -8.838820273,      -7.777056867,      -7.552425544,      -6.439727655,      -8.705922738,      -4.301033211,   0.0003646522919,        0.04365949089,         -0.0432948386
         799,      -8.837434176,      -7.785985799,      -7.550426203,      -6.643754874,      -8.719752984,      -4.304883102,    0.000346894145,        0.04365939342,        -0.04331249928
         800,      -8.836843196,      -7.793614328,      -7.548877516,      -6.708212743,      -8.733182354,        -4.3103784,   0.0003303099776,        0.04365930282,        -0.04332899284
         801,      -8.843024446,      -7.801020207,      -7.554226346,      -6.704717594,      -8.746922781,      -4.316682227,    0.000314936228,        0.04365923195,        -0.04334429572
         802,      -8.855502794,      -7.808454084,      -7.566405442,       -6.44666573,      -8.759455755,      -4.320398647,   0.0003005848679,        0.04365914735,        -0.04335856248
         803,       -8.86363731,      -7.814601539,        -7.5746819,      -6.496968482,      -8.768929267,      -4.321991545,   0.0002870356401,        0.04365901923,        -0.04337198359
         804,      -8.863656506,      -7.819177787,      -7.574323529,      -6.682032581,      -8.776281082,      -4.325474364,   0.0002742630075,         0.0436588803,        -0.04338461729
         805,      -8.866419327,      -7.823425824,      -7.576350667,      -6.707842788,       -8.78319082,      -4.330348795,   0.0002622438555,        0.04365875817,        -0.04339651432
         806,       -8.87733686,       -7.82850366,      -7.587179131,      -6.677399213,      -8.790245116,      -4.335202253,   0.0002508991331,        0.04365865604,        -0.04340775691
         807,      -8.891590771,      -7.833659208,      -7.601586427,      -6.481863421,       -8.79586988,      -4.337072482,   0.0002400151908,        0.04365854736,        -0.04341853216
         808,      -8.899070571,      -7.837567997,      -7.609611216,       -6.57302661,      -8.798916083,      -4.338021808,   0.0002294213037,        0.04365843087,        -0.04342900956
         809,      -8.899517345,      -7.840423448,      -7.610080701,      -6.687380118,       -8.80092817,      -4.341253808,   0.0002190902867,        0.04365834828,        -0.04343925799
         810,      -8.903471333,      -7.843523078,      -7.613720518,       -6.68223045,      -8.803846613,      -4.345962606,   0.0002090042563,        0.04365831511,        -0.04344931086
         811,        -8.9151015,      -7.847729294,      -7.625516403,      -6.601313809,      -8.807756263,      -4.350119646,   0.0001990872705,        0.04365830706,        -0.04345921979
         812,      -8.927638829,       -7.85198213,      -7.638449985,      -6.492640037,      -8.810330908,       -4.35099852,   0.0001891492209,        0.04365827604,        -0.04346912682
         813,      -8.930553475,      -7.855076386,      -7.641920551,      -6.639872584,      -8.811227854,      -4.352569101,   0.0001791421947,         0.0436582449,         -0.0434791027
         814,      -8.929610732,       -7.85771158,      -7.640911522,       -6.68442517,      -8.812190987,      -4.356483585,   0.0001691318999,        0.04365826432,        -0.04348913242
         815,      -8.934493336,      -7.861333279,      -7.645560771,      -6.692065193,      -8.814744915,      -4.361518431,   0.0001591877731,        0.04365835041,        -0.04349916264
         816,      -8.946504979,      -7.866432134,      -7.657688728,      -6.576567899,      -8.818047041,      -4.364944221,   0.0001492832031,         0.0436584744,         -0.0435091912
         817,      -8.956766474,      -7.871437104,      -7.668461723,      -6.552238818,      -8.819462955,      -4.365482258,   0.0001392925655,        0.04365859167,        -0.04351929911
         818,      -8.956715181,       -7.87512522,      -7.668587624,      -6.720126116,      -8.819809221,      -4.368147225,   0.0001292717372,        0.04365873139,        -0.04352945965
         819,      -8.957173546,       -7.87896999,      -7.668646324,      -6.728941315,      -8.820978377,      -4.372875512,    0.000119319425,        0.04365891444,        -0.04353959502
         820,      -8.965159237,      -7.884469583,      -7.676409547,      -6.749186761,      -8.823848901,      -4.378096211,   0.0001095105301,        0.04365913341,        -0.04354962288
         821,      -8.978122519,      -7.891284083,      -7.689365465,       -6.54630152,      -8.826560283,      -4.380566499,   9.979903219e-05,        0.04365936132,        -0.04355956229
         822,      -8.985343829,      -7.897196065,      -7.697001665,      -6.613020267,      -8.827238756,      -4.381603881,   9.012895287e-05,        0.04365959286,        -0.04356946391
         823,      -8.984009133,      -7.901604835,      -7.695389022,      -6.788974648,      -8.827775557,      -4.385714441,   8.059687057e-05,        0.04365986386,        -0.04357926699
         824,      -8.986931218,      -7.906806931,      -7.697714088,       -6.83093517,      -8.829934605,      -4.391482622,   7.127363431e-05,        0.04366016846,        -0.04358889483
         825,       -8.99804396,      -7.914120051,      -7.708716327,      -6.705858513,      -8.833504626,      -4.396651463,   6.216771313e-05,        0.04366047488,        -0.04359830716
         826,       -9.01064812,      -7.921979372,      -7.721430176,      -6.581005943,      -8.835866931,      -4.398444885,   5.318277223e-05,        0.04366075677,        -0.04360757399
         827,      -9.014293925,      -7.927903608,      -7.725270003,      -6.732787218,      -8.836732836,      -4.401090888,   4.431925826e-05,        0.04366103301,        -0.04361671375
         828,      -9.014515879,      -7.932858855,      -7.725017781,      -6.841179427,      -8.838023963,      -4.406438307,   3.563814289e-05,        0.04366131829,        -0.04362568014
         829,      -9.021376269,      -7.939238368,      -7.731437294,      -6.958738419,      -8.841013639,      -4.412854639,   2.717187354e-05,        0.04366159122,        -0.04363441935
         830,      -9.036048659,      -7.947773437,      -7.746188077,      -6.638590516,      -8.844243684,      -4.417178005,   1.887371063e-05,        0.04366182131,         -0.0436429476
         831,      -9.048468707,      -7.955626436,      -7.758976466,      -6.631404757,      -8.845086743,      -4.418470254,   1.065308788e-05,        0.04366200277,        -0.04365134968
         832,      -9.051269985,       -7.96086771,      -7.761609114,      -6.845014876,      -8.844793077,      -4.422155678,   2.566462258e-06,        0.04366217687,        -0.04365961041
         833,      -9.056602782,      -7.966227239,       -7.76649803,      -6.927176609,      -8.844999293,      -4.427518937,  -5.330547086e-06,        0.04366236315,         -0.0436676937
         834,      -9.070089371,      -7.973562025,      -7.779854907,      -6.872912319,      -8.846151052,      -4.432882246,  -1.301883451e-05,        0.04366254678,        -0.04367556561
         835,      -9.088595804,      -7.982157836,      -7.798394596,      -6.641597087,      -8.846030382,      -4.434738382,  -2.058198457e-05,        0.04366269565,        -0.04368327763
         836,      -9.101158675,      -7.988833678,      -7.811232014,      -6.724448423,      -8.843057118,       -4.43502078,  -2.809562989e-05,        0.04366278943,        -0.04369088506
         837,      -9.106626767,      -7.993363006,      -7.816234131,      -6.867232469,      -8.839242869,      -4.438031404,  -3.552302439e-05,        0.04366283295,        -0.04369835597
         838,      -9.117450724,      -7.998898775,      -7.826478709,      -6.976158253,       -8.83626459,      -4.442172275,  -4.281327612e-05,        0.04366283691,        -0.04370565019
         839,      -9.136858361,      -8.006719688,      -7.845737878,      -6.769409683,      -8.833625042,      -4.444936077,  -4.993709716e-05,        0.04366281953,        -0.04371275663
         840,      -9.156599826,      -8.014479483,      -7.865453986,      -6.677183342,      -8.828641184,      -4.443532714,   -5.69405786e-05,        0.04366280212,         -0.0437197427
         841,      -9.165664123,       -8.01959409,      -7.874378853,      -6.853507069,      -8.821862848,      -4.443354434,  -6.378440758e-05,        0.04366282484,        -0.04372660925
         842,      -9.171833434,      -8.024235553,      -7.879798389,      -6.986584689,      -8.815585483,      -4.445763116,   -7.04152294e-05,        0.04366290228,        -0.04373331751
         843,      -9.183650113,      -8.030699901,      -7.890753341,      -7.004204873,      -8.811095528,      -4.448995795,  -7.682358875e-05,        0.04366300305,        -0.04373982663
         844,      -9.200996146,      -8.038883703,      -7.907465207,      -6.707811953,      -8.806415691,      -4.448996794,  -8.309294861e-05,        0.04366307244,        -0.04374616539
         845,      -9.210067314,      -8.045436308,      -7.916421555,      -6.771438731,      -8.799672689,      -4.447324587,  -8.930323244e-05,        0.04366307326,         -0.0437523765
         846,      -9.205685114,       -8.05009868,      -7.911251555,      -6.913101574,      -8.793547338,      -4.450049337,  -9.540005248e-05,        0.04366302154,        -0.04375842159
         847,      -9.203194968,      -8.056178183,      -7.907929843,      -7.021954207,      -8.789834795,      -4.455220954,  -0.0001013090532,        0.04366295746,        -0.04376426651
         848,      -9.206794962,      -8.064040007,      -7.911015343,      -6.809629279,      -8.787918771,      -4.459651557,     -0.0001069755,        0.04366293073,        -0.04376990623
         849,      -9.208487747,      -8.071454012,      -7.912690584,      -6.744756212,      -8.785020842,      -4.460614013,   -0.000112416335,        0.04366298081,        -0.04377539714
         850,       -9.19562831,      -8.076879896,      -7.899682268,      -6.955472755,      -8.782253152,      -4.464808495,  -0.0001175951425,        0.04366313888,        -0.04378073402
         851,      -9.179718763,      -8.082574269,      -7.883216363,      -6.961480505,      -8.781472478,      -4.472189778,  -0.0001225498855,        0.04366335537,        -0.04378590525
         852,       -9.17105504,       -8.08946405,      -7.874165117,      -6.930811949,      -8.783185104,      -4.480131933,  -0.0001273826546,        0.04366352411,        -0.04379090676
         853,      -9.169106168,      -8.096794357,      -7.872234181,      -6.744785713,      -8.785273765,      -4.484874453,  -0.0001322130951,         0.0436635668,         -0.0437957799
         854,      -9.159645613,      -8.102736162,      -7.863026342,      -6.824846968,       -8.78640107,      -4.488287981,  -0.0001370808143,        0.04366349031,        -0.04380057113
         855,      -9.141348642,      -8.108082173,      -7.844562869,      -6.877946745,      -8.788277026,      -4.495412401,  -0.0001418796084,        0.04366339757,        -0.04380527718
         856,      -9.128367792,      -8.114023719,      -7.831449976,      -6.866469148,      -8.791925634,      -4.504290643,  -0.0001464964482,         0.0436633995,        -0.04380989595
         857,      -9.123934502,      -8.120646696,      -7.827266105,       -6.86628358,      -8.797162812,      -4.512725756,  -0.0001508997859,        0.04366353372,        -0.04381443351
         858,      -9.121997173,      -8.127103944,      -7.825519143,      -6.766393955,      -8.802195245,      -4.517591352,  -0.0001551853122,        0.04366374972,        -0.04381893503
         859,      -9.112506746,      -8.132914576,      -7.816070537,      -6.819586044,      -8.806582775,       -4.52216276,  -0.0001594802028,         0.0436639511,         -0.0438234313
         860,      -9.098853179,       -8.13881759,       -7.80211286,      -6.797554109,      -8.811217584,      -4.528901614,  -0.0001638807872,        0.04366404702,        -0.04382792781
         861,      -9.088932818,      -8.145184019,      -7.791859585,      -6.783720572,       -8.81711896,      -4.537247021,  -0.0001684005398,        0.04366401713,        -0.04383241767
         862,      -9.085926905,      -8.152243782,      -7.789230254,       -6.78078029,      -8.824296311,      -4.545366151,  -0.0001729747245,        0.04366392265,        -0.04383689737
         863,      -9.085170217,      -8.159535874,       -7.78879766,      -6.783718234,      -8.831999027,      -4.551646108,  -0.0001775250701,        0.04366385454,        -0.04384137961
         864,      -9.081421307,      -8.166709845,      -7.785402699,      -6.784462914,      -8.839196457,      -4.556221754,  -0.0001820165062,        0.04366387544,        -0.04384589195
         865,      -9.072092158,      -8.173987799,      -7.775921848,       -6.78106684,      -8.846154708,      -4.561919136,  -0.0001864534999,        0.04366398835,        -0.04385044185
         866,      -9.062728441,      -8.181686519,        -7.7660853,      -6.777510976,      -8.853786851,      -4.569323418,  -0.0001908839084,        0.04366413526,        -0.04385501916
         867,       -9.05843871,      -8.190068873,      -7.762032905,      -6.778993429,      -8.862162248,      -4.576900526,  -0.0001953725387,        0.04366424243,        -0.04385961497
         868,      -9.056116954,      -8.198973568,      -7.759932372,      -6.781958422,       -8.87166213,      -4.585077885,  -0.0001999335311,         0.0436642753,        -0.04386420883
         869,      -9.056182616,         -8.208355,       -7.76052092,       -6.78579986,      -8.881762464,      -4.592171766,  -0.0002045439778,        0.04366425233,        -0.04386879631
         870,       -9.05489508,      -8.217823439,      -7.759738418,      -6.787730453,      -8.891566175,      -4.597736988,  -0.0002091662122,        0.04366422426,        -0.04387339047
         871,      -9.049196317,      -8.227446587,      -7.753925463,      -6.784861651,      -8.901173837,      -4.603941058,  -0.0002137480692,        0.04366424304,        -0.04387799111
         872,      -9.043167906,      -8.237482093,      -7.747636322,      -6.781793645,      -8.910911952,      -4.610962313,  -0.0002182597667,        0.04366432925,        -0.04388258901
         873,      -9.039345552,      -8.248009009,      -7.743831619,      -6.779246829,      -8.920909506,      -4.618279823,   -0.000222707235,        0.04366446441,        -0.04388717164
         874,      -9.037050892,      -8.259033196,      -7.741694759,      -6.777312136,      -8.931376731,      -4.626036831,  -0.0002271079364,         0.0436646118,        -0.04389171973
         875,      -9.036186466,      -8.270525617,      -7.741121282,      -6.777768684,      -8.942474649,      -4.634174028,    -0.00023146635,        0.04366474517,        -0.04389621152
         876,      -9.036708228,      -8.282345669,      -7.742107654,      -6.781105308,      -8.953960357,      -4.641915882,  -0.0002357686699,        0.04366486581,        -0.04390063448
         877,      -9.036777638,      -8.294222254,      -7.742657603,      -6.784364461,      -8.965225581,      -4.648642595,   -0.000239989431,        0.04366499944,        -0.04390498887
         878,      -9.034057205,      -8.306058371,      -7.740030555,      -6.783669842,       -8.97599865,      -4.655149271,  -0.0002440970113,        0.04366517703,        -0.04390927405
         879,      -9.029450513,       -8.31795997,      -7.735175711,      -6.779937064,      -8.986525552,      -4.662335103,  -0.0002480678774,        0.04366541275,        -0.04391348062
         880,      -9.025547463,      -8.330007764,      -7.731215248,      -6.777064041,      -8.996934643,      -4.669858774,  -0.0002519003357,        0.04366569729,        -0.04391759762
         881,       -9.02218405,      -8.342147292,      -7.727950064,      -6.775235646,      -9.007372753,      -4.677687464,  -0.0002556054788,        0.04366600739,        -0.04392161287
         882,      -9.018946099,      -8.354309737,      -7.724903549,      -6.774152859,      -9.018011445,      -4.685866555,  -0.0002591891468,        0.04366632397,        -0.04392551312
         883,      -9.015749965,      -8.366393643,      -7.721979025,      -6.772536684,      -9.029062644,      -4.694557697,  -0.0002626404478,        0.04366664443,        -0.04392928488
         884,      -9.012831495,       -8.37834221,      -7.719490704,      -6.770268486,      -9.040623643,      -4.703628071,  -0.0002659352987,        0.04366698243,        -0.04393291773
         885,      -9.009855535,      -8.389996163,      -7.717094465,      -6.767348492,      -9.052512757,      -4.712478229,  -0.0002690503494,        0.04366735817,        -0.04393640852
         886,      -9.005498278,      -8.401133826,      -7.713256615,       -6.76211814,      -9.064443884,      -4.720887062,  -0.0002719765678,        0.04366778337,        -0.04393975994
         887,      -8.998868158,      -8.411729659,      -7.706865653,      -6.752936234,      -9.076418705,      -4.729518362,  -0.0002747259601,        0.04366824817,        -0.04394297413
         888,      -8.990920963,      -8.421884449,      -7.699017476,      -6.740645425,       -9.08865599,      -4.738898794,  -0.0002773250898,        0.04366872617,        -0.04394605126
         889,      -8.982917951,      -8.431644842,      -7.691206528,      -6.726699248,      -9.101323761,      -4.748989537,  -0.0002797969482,        0.04366919446,        -0.04394899141
         890,      -8.975043735,      -8.440984734,      -7.683595955,       -6.71167647,      -9.114528092,      -4.759647448,  -0.0002821489709,        0.04366964676,        -0.04395179573
         891,      -8.967242561,      -8.449883607,      -7.676073801,      -6.695680413,      -9.128364943,      -4.770992002,  -0.0002843737747,        0.04367009144,        -0.04395446521
         892,      -8.959745153,      -8.458367134,      -7.668882597,      -6.678577702,      -9.142886949,      -4.783166383,  -0.0002864621652,        0.04367053909,        -0.04395700125
         893,      -8.952969394,      -8.466514169,      -7.662500387,      -6.661436678,      -9.158051484,      -4.796201532,  -0.0002884175831,        0.04367098887,        -0.04395940646
         894,      -8.947239006,      -8.474378375,      -7.657301201,      -6.645149002,      -9.173666043,      -4.809942328,  -0.0002902598707,        0.04367142516,        -0.04396168503
         895,      -8.942441367,      -8.481836869,      -7.653157666,      -6.630024514,      -9.189250458,      -4.823767247,  -0.0002920145694,        0.04367183019,        -0.04396384476
         896,      -8.937539492,      -8.488626598,      -7.648802828,       -6.61383282,      -9.204089998,      -4.837200777,   -0.000293700269,         0.0436721968,        -0.04396589707
