"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     ,     "rms[k]"     ,     "rms[w]"     ,  "Avg_Massflow"  ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)"
         357,      -7.410831868,      -7.260037931,      -6.147492823,      -5.044266511,      -7.964791658,      -3.687864053,    0.007374353317,        0.04338322886,        -0.03600887554
         358,      -7.399547006,       -7.25516624,      -6.135025803,      -5.010620282,      -8.007949737,      -3.735117131,    0.007346347152,        0.04336403804,        -0.03601769089
         359,      -7.401505784,      -7.247463988,      -6.139789859,      -4.999655954,      -8.051203777,      -3.805298711,    0.007318254714,        0.04334658146,        -0.03602832675
         360,       -7.39962172,      -7.237330122,      -6.138535712,      -4.979721969,       -8.08956694,      -3.800352361,    0.007287756068,        0.04332835059,        -0.03604059452
         361,      -7.393076809,      -7.237770804,      -6.131062222,      -4.956337043,      -8.111719671,      -3.954702547,    0.007261840476,        0.04331589332,        -0.03605405285
         362,      -7.401131868,      -7.225587967,      -6.142410674,      -4.952505719,      -8.105751912,      -4.043629211,    0.007230796478,        0.04329949841,        -0.03606870193
         363,      -7.390170485,      -7.228428669,      -6.127806458,      -4.927077494,      -8.069303379,      -4.145908241,    0.007206191442,        0.04329023972,        -0.03608404828
         364,      -7.402231117,      -7.223165736,      -6.142962776,      -4.926588701,      -8.011360089,       -4.18507353,    0.007182463061,        0.04328245208,        -0.03609998902
         365,      -7.404358615,      -7.219904696,      -6.143824303,      -4.917841305,      -7.944680492,      -4.120067685,    0.007165453077,        0.04328161509,        -0.03611616201
         366,      -7.418866438,       -7.21639042,        -6.1601484,      -4.921770339,       -7.87976148,      -4.033127209,    0.007153880051,        0.04328627604,        -0.03613239599
         367,      -7.431258196,      -7.210333311,      -6.172433713,      -4.929287531,      -7.819081176,      -3.909555545,     0.00714721312,         0.0432958199,        -0.03614860678
         368,       -7.44308444,      -7.206609219,      -6.184035116,      -4.942239113,      -7.763794185,      -3.733819055,    0.007146751116,        0.04331147057,        -0.03616471945
         369,      -7.456621002,      -7.200173433,      -6.198257865,      -4.964342352,      -7.712755246,      -3.675764043,    0.007149030781,        0.04332986872,        -0.03618083794
         370,      -7.459955083,      -7.199001758,      -6.198497182,      -4.990899758,      -7.668386137,      -3.659322133,    0.007159161969,        0.04335597495,        -0.03619681298
         371,      -7.476426033,      -7.199694021,      -6.214883384,      -5.036649741,      -7.632228474,       -3.63151743,    0.007175994756,        0.04338867001,        -0.03621267525
         372,      -7.492949834,      -7.201853998,      -6.230394486,      -5.092301703,      -7.603544341,      -3.509652739,    0.007197338241,        0.04342586594,         -0.0362285277
         373,      -7.505161942,      -7.194078311,      -6.241528462,      -5.137598485,      -7.579807826,      -3.539368384,     0.00722033137,        0.04346498995,        -0.03624465858
         374,      -7.505653322,      -7.189203312,      -6.240399464,      -5.239763787,        -7.5605666,      -3.525545582,    0.007243594093,        0.04350480215,        -0.03626120806
         375,      -7.505476623,      -7.188994645,      -6.238552682,      -5.250075547,      -7.546621378,          -3.50458,    0.007264227636,        0.04354250091,        -0.03627827328
         376,      -7.509468408,      -7.193807592,       -6.24093635,      -5.254848858,      -7.538490975,      -3.480706735,    0.007279423345,        0.04357535178,        -0.03629592844
         377,      -7.519356007,      -7.195067505,      -6.250101524,      -5.122356877,      -7.534401691,      -3.475703044,     0.00728763701,        0.04360213056,        -0.03631449355
         378,      -7.522739896,       -7.18468263,      -6.253532057,       -5.19760252,      -7.531992009,      -3.421232296,     0.00728874914,        0.04362307703,        -0.03633432789
         379,       -7.51852812,      -7.175271916,      -6.249083631,      -5.265366289,      -7.530913332,      -3.434498866,    0.007282781788,        0.04363831943,        -0.03635553764
         380,       -7.52014386,      -7.166954314,      -6.250059768,      -5.263144435,      -7.532025039,      -3.453809605,    0.007269420875,        0.04364752616,        -0.03637810529
         381,      -7.532289395,      -7.160046503,      -6.262074122,      -5.202125251,      -7.535206886,      -3.411615553,     0.00724887454,         0.0436510225,        -0.03640214796
         382,      -7.544934434,      -7.140780717,      -6.275022843,      -5.137753123,      -7.538595411,      -3.430786711,    0.007221830392,        0.04364991521,        -0.03642808482
         383,       -7.54765817,      -7.114680405,      -6.278419153,      -5.276082567,      -7.541359762,      -3.443053867,    0.007189650475,        0.04364571229,        -0.03645606182
         384,      -7.550050725,      -7.084305186,      -6.280879794,      -5.271811632,      -7.544493813,      -3.442880089,    0.007154013722,        0.04363994554,        -0.03648593182
         385,       -7.56170496,      -7.052351134,      -6.292514882,      -5.276910719,      -7.549158046,      -3.437954193,    0.007116360536,        0.04363384363,        -0.03651748309
         386,      -7.580827077,      -7.017499701,      -6.312046136,      -5.156395617,      -7.554327295,      -3.442247826,    0.007077039257,        0.04362797228,        -0.03655093302
         387,      -7.592326548,      -6.976630331,      -6.324602349,       -5.24217323,      -7.558043857,      -3.405814325,    0.007036320184,        0.04362287371,        -0.03658655353
         388,      -7.594220118,      -6.934022022,      -6.327049784,      -5.319312722,      -7.560827117,       -3.41884238,    0.006995708748,        0.04361969656,        -0.03662398781
         389,      -7.602857827,      -6.891495547,      -6.335816011,      -5.337936512,      -7.564306091,       -3.43730415,     0.00695625166,        0.04361891127,        -0.03666265961
         390,       -7.62170825,      -6.852422368,      -6.354764249,      -5.188903212,       -7.56795862,      -3.394415368,    0.006917238943,        0.04361966685,         -0.0367024279
         391,      -7.636461378,      -6.813789001,      -6.369888945,      -5.174101967,      -7.569048794,      -3.422849472,    0.006877142211,         0.0436207559,        -0.03674361369
         392,      -7.636662562,      -6.775326444,      -6.370540866,        -5.3435175,      -7.567782949,      -3.419269968,    0.006836285545,        0.04362192254,          -0.036785637
         393,       -7.63788161,      -6.738485995,      -6.371457478,      -5.420527217,      -7.566346758,       -3.41333438,    0.006795357273,        0.04362299648,         -0.0368276392
         394,      -7.648624497,       -6.70629703,      -6.381486844,      -5.295484318,      -7.565310135,      -3.401282261,      0.0067543773,        0.04362352376,        -0.03686914646
         395,      -7.662104833,      -6.677814611,      -6.394620515,      -5.172025659,      -7.561503965,      -3.387472899,    0.006712367604,        0.04362284426,        -0.03691047665
         396,      -7.660628368,      -6.650069992,      -6.393101755,      -5.361330307,      -7.554412458,      -3.348246555,    0.006670183507,        0.04362137423,        -0.03695119072
         397,      -7.653450866,      -6.623947434,      -6.384603232,      -5.415718318,      -7.547592445,      -3.363240606,     0.00662974564,        0.04362020419,        -0.03699045855
         398,      -7.658155765,      -6.602730137,      -6.387859202,       -5.30210553,      -7.542247911,      -3.344811227,    0.006591397546,        0.04361943636,        -0.03702803881
         399,       -7.67020296,      -6.586050932,      -6.399146309,      -5.134831264,      -7.535016138,       -3.33101252,    0.006553759839,        0.04361837842,        -0.03706461858
         400,      -7.668324742,      -6.569959373,      -6.396917302,       -5.31069063,      -7.525027799,      -3.331106232,    0.006517061635,         0.0436175464,        -0.03710048476
         401,      -7.657933501,       -6.55493688,      -6.384374874,      -5.401629551,      -7.516180596,      -3.323499291,    0.006482291096,        0.04361802095,        -0.03713572985
         402,      -7.660434214,      -6.544430579,      -6.385398164,        -5.3492167,      -7.509761756,      -3.313182005,     0.00644812237,        0.04361914501,        -0.03717102264
         403,      -7.671684421,      -6.537599691,      -6.396387784,      -5.165705609,      -7.502680532,      -3.303615734,    0.006411579448,        0.04361957254,        -0.03720799309
         404,      -7.669880007,      -6.530398049,      -6.394596993,      -5.359267609,      -7.493899677,        -3.2787343,    0.006371124704,        0.04361930943,        -0.03724818472
         405,      -7.658728856,      -6.523457707,      -6.381263242,      -5.453132397,      -7.486818584,      -3.294178151,    0.006326590496,        0.04361929421,        -0.03729270371
         406,      -7.661705149,       -6.52031814,      -6.383134082,      -5.292436083,      -7.482246855,      -3.280247806,    0.006276043314,        0.04361920682,         -0.0373431635
         407,      -7.673157111,      -6.519633693,      -6.395099384,      -5.170847709,      -7.477583612,      -3.281194989,    0.006215934193,         0.0436182732,        -0.03740233901
         408,       -7.67143665,      -6.517771129,      -6.393756869,      -5.361259198,      -7.472064221,      -3.284378111,    0.006144371139,        0.04361701595,        -0.03747264481
         409,      -7.662912979,      -6.515931551,      -6.383361285,      -5.509525097,      -7.468266224,      -3.285258037,    0.006061374284,        0.04361661465,        -0.03755524037
         410,      -7.670484443,      -6.517760227,      -6.390549469,      -5.274947887,      -7.466644551,      -3.284186679,     0.00596473982,        0.04361667295,        -0.03765193313
         411,      -7.683837844,      -6.521201014,      -6.404969609,      -5.224421155,      -7.465108276,      -3.272339312,    0.005850276714,        0.04361637762,         -0.0377661009
         412,      -7.684651544,      -6.523340615,       -6.40630702,      -5.411107673,      -7.463148441,      -3.273083006,    0.005716369254,        0.04361609619,        -0.03789972693
         413,      -7.682338733,      -6.525989866,      -6.402505278,      -5.610995617,      -7.463028913,      -3.284036497,    0.005564202644,        0.04361670483,        -0.03805250218
         414,      -7.697623397,       -6.53263731,      -6.418005768,       -5.27081926,      -7.464908192,       -3.26753465,    0.005392039015,        0.04361767865,        -0.03822563964
         415,      -7.715883748,      -6.540488666,      -6.437734657,      -5.291374826,      -7.466947261,      -3.282537096,    0.005196456395,        0.04361842135,        -0.03842196496
         416,      -7.723439811,       -6.54774605,      -6.445928765,      -5.474270479,      -7.469200011,      -3.283697108,    0.004978227614,         0.0436194036,        -0.03864117598
         417,      -7.733022858,      -6.556870247,      -6.454632348,      -5.692309399,      -7.473950387,      -3.285838722,    0.004741035301,        0.04362130989,        -0.03888027459
         418,      -7.762251299,      -6.570522956,      -6.484997839,      -5.308389914,      -7.480746237,      -3.287565079,    0.004484386753,        0.04362360561,        -0.03913921885
         419,      -7.793076448,      -6.585601008,       -6.51817576,      -5.399740487,      -7.487765546,      -3.275577079,    0.004206968355,        0.04362588037,        -0.03941891202
         420,      -7.815534581,      -6.601745235,      -6.541931115,      -5.571099537,      -7.495903493,      -3.286434258,    0.003913559529,         0.0436285599,        -0.03971500037
         421,      -7.847369757,       -6.62162263,      -6.574284495,      -5.589587231,      -7.507168403,      -3.287325735,    0.003609976431,        0.04363180085,        -0.04002182442
         422,       -7.90074117,      -6.645574199,      -6.630838314,      -5.367090338,      -7.520006756,      -3.285565037,    0.003295953089,        0.04363482009,          -0.040338867
         423,      -7.949388593,        -6.6711001,      -6.684392832,      -5.579825318,       -7.53318647,       -3.28938826,    0.002974025659,        0.04363729311,        -0.04066326746
         424,      -7.988915189,      -6.699588654,      -6.726996017,      -5.753786135,      -7.548989514,      -3.291927184,    0.002652928828,        0.04363965798,        -0.04098672915
         425,       -8.04258015,      -6.730794614,      -6.783712866,      -5.530327019,      -7.567967214,      -3.292705591,     0.00233741983,        0.04364179149,        -0.04130437166
         426,      -8.093798594,      -6.762214323,      -6.839391469,      -5.548615363,      -7.588139172,      -3.290874934,    0.002029559373,        0.04364323549,        -0.04161367612
         427,      -8.108082598,      -6.794186999,      -6.854213077,      -5.760892155,      -7.610388892,      -3.299104668,    0.001737308835,        0.04364423686,        -0.04190692802
         428,      -8.101355575,      -6.824728671,      -6.841059293,      -5.892239785,      -7.636904962,      -3.310702603,    0.001467830155,        0.04364516378,        -0.04217733363
         429,      -8.093953888,      -6.851455626,      -6.827482134,      -5.600469566,      -7.666002652,      -3.319500433,     0.00122204817,        0.04364570005,        -0.04242365188
         430,       -8.06998174,      -6.874798929,      -6.798997858,      -5.717793978,      -7.696613309,      -3.332260728,    0.001000074883,        0.04364577779,         -0.0426457029
         431,      -8.038088154,      -6.893092695,      -6.762976874,      -5.906703275,      -7.728818124,      -3.346729811,    0.000802762553,        0.04364556797,        -0.04284280541
         432,      -8.013621502,      -6.907236774,      -6.734607344,      -5.993285769,       -7.76292056,      -3.362702932,   0.0006301589121,        0.04364520414,        -0.04301504523
         433,      -8.001421824,      -6.920694238,      -6.720377359,       -5.80323872,      -7.797601937,      -3.376816919,   0.0004803633438,        0.04364468198,        -0.04316431863
         434,      -7.993360708,      -6.932347136,      -6.711132193,       -5.71832404,      -7.830981354,      -3.388188551,   0.0003504461775,        0.04364400882,        -0.04329356265
         435,      -7.984585429,      -6.940163892,       -6.70136899,      -5.835303988,      -7.862046289,       -3.39889124,   0.0002381767143,        0.04364331404,        -0.04340513733
         436,      -7.977466565,      -6.945403948,      -6.693048883,      -5.983674024,      -7.890380193,      -3.410981498,   0.0001415520816,        0.04364269734,        -0.04350114526
         437,       -7.97458112,      -6.950281991,      -6.689077783,      -6.061040375,      -7.915902264,      -3.423198447,   5.843678301e-05,        0.04364217818,         -0.0435837414
         438,      -7.976436104,      -6.955949339,      -6.690352111,      -6.087622038,       -7.93859475,      -3.434521794,  -1.336320898e-05,        0.04364172764,        -0.04365509085
         439,      -7.981380662,       -6.96207219,      -6.695037497,        -5.8230879,      -7.958541584,      -3.443913041,  -7.596814273e-05,        0.04364132698,        -0.04371729513
         440,      -7.987651018,      -6.967963278,      -6.701443502,      -5.752506773,      -7.975084054,      -3.453328146,  -0.0001316038588,        0.04364089762,        -0.04377250147
         441,      -7.991068195,      -6.971433089,      -6.704963406,      -5.843585992,      -7.988014527,      -3.461124482,  -0.0001822461021,        0.04364039484,        -0.04382264095
         442,      -7.991238462,       -6.97242326,      -6.704825115,      -6.010791313,       -7.99844899,      -3.469982818,  -0.0002293815774,        0.04363988736,        -0.04386926893
         443,      -7.992383459,      -6.973709906,      -6.705869249,      -6.059285849,      -8.007307468,      -3.478845766,  -0.0002742574884,        0.04363941779,        -0.04391367528
         444,      -7.995086935,      -6.975848752,      -6.708772352,      -6.058566489,      -8.015343347,      -3.487853582,   -0.000317798292,        0.04363900873,        -0.04395680702
         445,      -7.999024936,      -6.978663371,      -6.713103376,      -5.933003455,      -8.023084995,      -3.496977676,  -0.0003606403614,        0.04363867602,        -0.04399931638
         446,      -8.004409977,      -6.982294403,      -6.719229857,      -5.786076485,      -8.029772774,      -3.504432896,  -0.0004034746115,        0.04363831925,        -0.04404179386
         447,      -8.007959905,      -6.984801493,      -6.723521607,      -5.819339694,      -8.034239764,       -3.51023729,    -0.00044695637,        0.04363779567,        -0.04408475204
         448,      -8.007434831,      -6.984810503,      -6.723078275,      -5.996037108,        -8.0368536,      -3.516323782,  -0.0004912316899,        0.04363715032,        -0.04412838201
         449,       -8.00711872,      -6.984949796,      -6.722718665,       -6.03894749,      -8.038230623,      -3.524139918,   -0.000536129398,        0.04363652806,        -0.04417265746
         450,      -8.009203018,      -6.986703219,       -6.72503822,       -6.03951434,      -8.038783826,      -3.531705253,  -0.0005813043071,        0.04363609208,        -0.04421739638
         451,      -8.013134348,      -6.989748413,      -6.729326616,       -6.03170389,      -8.039122539,      -3.538817868,  -0.0006262855199,         0.0436360139,        -0.04426229942
         452,      -8.019339355,      -6.994318488,      -6.736161386,      -5.820041642,      -8.038897713,      -3.543852702,  -0.0006708740279,        0.04363630997,          -0.044307184
         453,      -8.025377159,      -6.998869131,      -6.742862166,      -5.795771652,      -8.036901782,      -3.549027174,  -0.0007152689895,        0.04363681911,         -0.0443520881
         454,      -8.027618179,      -7.001078271,      -6.745087255,      -5.919129089,      -8.033433107,      -3.553200486,  -0.0007595029854,        0.04363745164,        -0.04439695463
         455,      -8.028599187,       -7.00255583,      -6.745645266,      -6.051352871,      -8.029565718,      -3.558267656,  -0.0008034203993,        0.04363821216,        -0.04444163256
         456,      -8.031559338,      -7.005557673,       -6.74847057,      -6.080884995,       -8.02596921,      -3.563423142,  -0.0008468217826,        0.04363915234,        -0.04448597412
         457,      -8.036395753,      -7.010194236,      -6.753464967,      -6.098384844,      -8.023345901,      -3.568970496,  -0.0008893905077,        0.04364040024,        -0.04452979075
         458,      -8.042887594,      -7.016386833,      -6.760340662,      -5.910957974,      -8.021938865,      -3.574413787,  -0.0009308733311,        0.04364207301,        -0.04457294634
         459,      -8.050173053,      -7.023599653,       -6.76823686,      -5.806413778,      -8.020688716,      -3.578146703,  -0.0009713944795,        0.04364414053,        -0.04461553501
         460,      -8.054330512,      -7.029219134,      -6.772629835,      -5.871673782,      -8.019049514,      -3.581408892,   -0.001011172719,         0.0436464991,        -0.04465767182
         461,      -8.054799978,      -7.032768947,      -6.772632581,      -6.048640246,      -8.017952466,      -3.586216479,   -0.001050289525,        0.04364903203,        -0.04469932156
         462,      -8.056081521,      -7.037315468,      -6.773674391,      -6.084324346,      -8.018008869,      -3.593205134,   -0.001088841802,        0.04365156482,        -0.04474040662
         463,      -8.059647052,      -7.043984036,      -6.777541815,      -6.169780185,      -8.019443583,      -3.600466932,   -0.001126878702,         0.0436539504,        -0.04478082911
         464,      -8.064831324,      -7.052261881,      -6.783291495,      -6.029120975,      -8.022530676,      -3.607535864,   -0.001164322903,        0.04365614165,        -0.04482046455
         465,      -8.072032077,      -7.062243294,      -6.791433009,      -5.844630437,      -8.026377414,      -3.613122216,   -0.001201209575,        0.04365814597,        -0.04485935555
         466,      -8.078393351,      -7.071674473,        -6.7986445,      -5.839016029,       -8.02965044,      -3.619931983,   -0.001237704844,        0.04365999291,        -0.04489769776
         467,      -8.081171102,      -7.078344624,      -6.801429353,       -5.96505686,      -8.032553139,      -3.626587368,   -0.001273843531,        0.04366170722,        -0.04493555075
         468,      -8.084078651,      -7.084865423,      -6.804273319,      -6.109402755,      -8.035408294,       -3.63402002,   -0.001309654063,        0.04366325989,        -0.04497291395
         469,      -8.089442708,      -7.093037555,      -6.810045794,      -6.154913841,      -8.038266767,      -3.641533078,    -0.00134517942,        0.04366458624,        -0.04500976566
         470,      -8.097060577,      -7.102783828,      -6.818432924,      -6.276983458,      -8.041261889,      -3.649228452,   -0.001380410153,        0.04366562461,        -0.04504603476
         471,       -8.10670701,      -7.113876002,      -6.829117981,      -6.015712393,      -8.044355169,      -3.656869047,   -0.001415308118,        0.04366634315,        -0.04508165127
         472,      -8.117711012,      -7.125749104,      -6.841369435,      -5.876795936,      -8.046693002,       -3.66304556,   -0.001449935977,        0.04366675634,        -0.04511669231
         473,         -8.126962,      -7.136107282,      -6.851446911,      -5.890491666,       -8.04744622,      -3.668097006,   -0.001484372778,        0.04366690933,         -0.0451512821
         474,      -8.133142902,      -7.144135819,      -6.857608098,      -6.007995792,      -8.046779021,      -3.672479767,   -0.001518571314,        0.04366685929,        -0.04518543061
         475,      -8.138878429,      -7.152049753,      -6.863159726,      -6.110097258,      -8.045182053,      -3.678187927,   -0.001552404716,        0.04366667394,        -0.04521907866
         476,       -8.14596972,      -7.161440458,      -6.870441833,      -6.123634674,      -8.042830784,       -3.68359626,   -0.001585732003,        0.04366641936,        -0.04525215137
         477,      -8.153544124,      -7.171776363,      -6.878278441,      -6.173644858,      -8.040016282,      -3.688779045,   -0.001618386392,        0.04366614132,        -0.04528452771
         478,      -8.161462251,      -7.182960681,      -6.886462057,      -6.152800277,      -8.037014474,      -3.693529536,   -0.001650203431,        0.04366586408,        -0.04531606752
         479,      -8.169516849,      -7.194863716,       -6.89471367,      -6.030829969,       -8.03387948,      -3.697106684,   -0.001681081711,        0.04366559831,        -0.04534668003
         480,      -8.177181164,      -7.207198587,      -6.902531228,      -5.944081926,      -8.030007633,       -3.70000783,   -0.001711007759,        0.04366535043,        -0.04537635819
         481,      -8.181809956,      -7.218289114,      -6.906515249,      -5.974259332,       -8.02494586,      -3.703165381,   -0.001739982072,        0.04366512479,        -0.04540510686
         482,      -8.182982159,      -7.228233871,      -6.906049343,      -6.045790194,      -8.019187657,      -3.705668772,   -0.001767920676,        0.04366492655,        -0.04543284723
         483,       -8.18347311,      -7.239254546,      -6.904867222,      -6.019389366,      -8.012930763,      -3.707797068,   -0.001794762317,        0.04366476388,        -0.04545952619
         484,      -8.183225537,      -7.251418133,      -6.902836375,      -5.995647171,      -8.006660289,      -3.710420043,   -0.001820391077,        0.04366464742,         -0.0454850385
         485,      -8.182520358,      -7.264947117,      -6.900410532,      -5.975533284,      -8.000737716,      -3.713592914,   -0.001844703836,        0.04366458961,        -0.04550929345
         486,       -8.18086642,      -7.279407265,      -6.896941241,      -5.959277817,      -7.995673534,      -3.717954954,   -0.001867599765,        0.04366460351,        -0.04553220327
         487,      -8.178758405,      -7.294923631,      -6.893096857,      -5.947678383,      -7.991512931,      -3.722199321,   -0.001889085654,        0.04366469943,        -0.04555378508
         488,      -8.175842948,      -7.311149679,      -6.888674931,      -5.940144291,      -7.987794918,      -3.725685984,   -0.001909222368,        0.04366488296,        -0.04557410532
         489,      -8.169729252,      -7.326730322,      -6.880727597,       -5.93316347,      -7.984206926,       -3.72888924,   -0.001928092883,        0.04366515308,        -0.04559324596
         490,      -8.160136162,      -7.341717988,      -6.868921053,      -5.927094207,      -7.980876407,      -3.732263923,    -0.00194577698,        0.04366549857,        -0.04561127555
         491,      -8.149032688,      -7.356788067,      -6.855563149,      -5.910812781,       -7.97810681,      -3.736955218,    -0.00196236649,        0.04366589857,        -0.04562826506
         492,       -8.13827924,      -7.372283422,      -6.842948467,      -5.874718425,      -7.976007735,      -3.742448605,   -0.001977973446,        0.04366633066,        -0.04564430411
         493,      -8.127703667,       -7.38762889,      -6.830744147,      -5.844887067,      -7.974770888,      -3.748629766,   -0.001992707205,        0.04366677488,        -0.04565948208
         494,      -8.117706117,      -7.402425691,      -6.819336452,      -5.821348311,      -7.974484181,      -3.755146748,   -0.002006682194,        0.04366721913,        -0.04567390132
         495,      -8.108598463,      -7.416410154,      -6.809026177,      -5.803777332,      -7.975238128,        -3.7617978,   -0.002020004423,        0.04366765838,         -0.0456876628
         496,      -8.100900603,      -7.429452704,      -6.800443269,      -5.792373313,      -7.976781435,      -3.767420369,   -0.002032789704,        0.04366809841,        -0.04570088811
         497,      -8.093397704,       -7.44114651,      -6.792141832,      -5.785408642,      -7.978580036,      -3.773445419,   -0.002045170971,        0.04366855295,        -0.04571372392
         498,      -8.084407261,      -7.451499446,       -6.78209114,      -5.780777899,      -7.980384483,      -3.778233079,   -0.002057277679,        0.04366902626,        -0.04572630394
         499,      -8.074566119,      -7.460885681,      -6.771008431,      -5.778081201,      -7.982225207,      -3.782925091,   -0.002069232258,         0.0436695081,        -0.04573874036
         500,      -8.065240318,      -7.469482625,      -6.760506553,       -5.76973764,      -7.984289331,      -3.787875084,   -0.002081146045,        0.04366997764,        -0.04575112368
         501,      -8.057339716,      -7.477381498,      -6.751727039,      -5.745046767,      -7.986635281,      -3.792625025,   -0.002093116572,        0.04367041705,        -0.04576353362
         502,      -8.050158446,      -7.484693194,      -6.743757144,      -5.724502503,      -7.989429887,      -3.797451475,   -0.002105221583,        0.04367080732,         -0.0457760289
         503,      -8.043928691,      -7.491598276,      -6.736906409,      -5.708707978,      -7.992762821,      -3.802139282,   -0.002117521912,        0.04367113436,        -0.04578865627
         504,      -8.038465679,      -7.498252049,      -6.730914362,      -5.697337999,      -7.996824656,      -3.807050351,   -0.002130062074,        0.04367138211,        -0.04580144418
         505,      -8.034259492,      -7.504791241,      -6.726428469,      -5.691123422,      -8.001662093,      -3.811880211,   -0.002142874947,         0.0436715399,        -0.04581441485
         506,      -8.030768198,      -7.511185194,      -6.722785387,      -5.689321205,      -8.007161807,      -3.816171663,   -0.002155991044,        0.04367160492,        -0.04582759596
         507,      -8.027015629,      -7.517524741,      -6.718874544,      -5.690591929,      -8.013128268,      -3.819812159,     -0.0021694419,        0.04367157961,        -0.04584102151
         508,      -8.022303515,      -7.523992168,      -6.713838367,      -5.691036326,      -8.019429245,      -3.823093712,   -0.002183256971,        0.04367146832,        -0.04585472529
         509,      -8.016742385,      -7.530742243,      -6.707745439,      -5.689675763,      -8.026266485,      -3.827048677,    -0.00219744935,        0.04367126943,        -0.04586871878
         510,      -8.012008377,      -7.537671304,      -6.702666661,      -5.688811974,      -8.033640567,      -3.830853424,   -0.002212013979,        0.04367099566,        -0.04588300964
         511,      -8.007619461,      -7.544816431,      -6.697938139,      -5.687296141,      -8.041694348,      -3.835441345,    -0.00222692868,        0.04367066179,        -0.04589759047
         512,      -8.004032946,       -7.55226874,      -6.694154944,      -5.686454359,      -8.050385215,      -3.840201422,   -0.002242161329,        0.04367028905,        -0.04591245038
         513,      -8.000702685,      -7.560058607,       -6.69059312,      -5.685248559,      -8.059805938,      -3.845566562,   -0.002257667823,        0.04366989649,        -0.04592756431
         514,      -7.998239495,      -7.568251197,      -6.688037028,      -5.684871565,      -8.069893391,      -3.851094371,   -0.002273392049,         0.0436695098,        -0.04594290185
         515,      -7.996283664,      -7.576814788,      -6.685987015,      -5.684534096,      -8.080694662,      -3.857073104,   -0.002289261602,        0.04366915894,        -0.04595842054
         516,       -7.99536876,      -7.585766939,      -6.685150214,      -5.685179565,      -8.092053575,      -3.862799978,   -0.002305191588,         0.0436688854,        -0.04597407698
         517,      -7.994883486,      -7.594911053,       -6.68475323,      -5.685772862,      -8.103709112,      -3.868954757,   -0.002321094247,         0.0436687399,        -0.04598983414
         518,      -7.994171412,      -7.604359618,      -6.684035883,      -5.685851777,      -8.115426779,      -3.874747901,   -0.002336875121,        0.04366877595,        -0.04600565107
         519,      -7.993282535,      -7.614109799,      -6.683060224,      -5.685441415,      -8.126823268,      -3.879902265,   -0.002352441218,        0.04366905102,        -0.04602149224
         520,      -7.991674134,      -7.624354142,      -6.681089094,      -5.684005285,      -8.137945579,      -3.885903771,   -0.002367682086,         0.0436696094,        -0.04603729149
         521,      -7.991082211,       -7.63480319,      -6.680327568,      -5.683960083,      -8.148446986,      -3.891423417,   -0.002382486571,        0.04367049771,        -0.04605298428
         522,      -7.990388008,      -7.645408242,      -6.679315082,      -5.683539753,      -8.158406259,      -3.897640249,   -0.002396737011,        0.04367174386,        -0.04606848087
         523,       -7.99071134,       -7.65600434,      -6.679543188,      -5.684927363,      -8.167516635,      -3.903168173,   -0.002410313785,        0.04367338228,        -0.04608369606
         524,      -7.990683673,      -7.666470657,      -6.679262631,      -5.685877155,       -8.17599301,       -3.90942553,   -0.002423102668,        0.04367542208,        -0.04609852475
         525,      -7.991504187,      -7.676630826,      -6.680090187,      -5.688520678,      -8.183695296,      -3.915144493,   -0.002434986041,        0.04367788524,        -0.04611287128
         526,      -7.991827293,      -7.686230473,      -6.680304533,       -5.69066785,      -8.191018071,      -3.921711984,   -0.002445870946,        0.04368076093,        -0.04612663187
         527,      -7.992678313,      -7.695182619,      -6.681342332,       -5.69389641,      -8.198069909,      -3.928150999,   -0.002455666076,        0.04368404901,        -0.04613971509
         528,      -7.992934356,      -7.702909184,      -6.681783547,      -5.696287284,      -8.205038549,      -3.934410813,   -0.002464289981,        0.04368775873,        -0.04615204871
         529,      -7.991864976,      -7.709760331,      -6.680852925,      -5.696915334,      -8.212375589,      -3.941567121,   -0.002471701033,         0.0436918624,        -0.04616356343
         530,      -7.990058428,      -7.715181198,      -6.679331934,      -5.696277908,       -8.21998435,       -3.94770633,   -0.002477799439,        0.04369642228,        -0.04617422172
         531,      -7.985242846,      -7.720149858,      -6.674302413,       -5.69056003,      -8.228994334,      -3.957289546,   -0.002482656203,         0.0437013121,         -0.0461839683
         532,      -7.981140041,      -7.723568253,      -6.670540715,      -5.684836376,      -8.239265006,       -3.96594513,   -0.002486200783,        0.04370658163,        -0.04619278241
         533,      -7.974497053,      -7.726088662,      -6.663753907,      -5.673475343,      -8.252047684,       -3.97885258,   -0.002488595334,        0.04371203816,        -0.04620063349
         534,      -7.969108866,      -7.727208903,        -6.6588533,      -5.662393409,      -8.267122739,      -3.991007331,   -0.002489784639,        0.04371773956,         -0.0462075242
         535,      -7.961467348,      -7.727511146,      -6.651162002,      -5.645920557,      -8.285685401,        -4.0096674,   -0.002490015765,        0.04372344027,        -0.04621345604
         536,      -7.955695389,      -7.726895937,      -6.646016723,      -5.630434328,      -8.307295264,      -4.026676456,   -0.002489233081,        0.04372922653,        -0.04621845961
         537,      -7.948002456,      -7.725605278,      -6.638292448,      -5.610346886,      -8.332981659,      -4.052195985,   -0.002487801842,        0.04373476678,        -0.04622256862
