"Eddy_Viscosity","Omega","Points:0","Points:1","Points:2","Pressure","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2"
0.0013604957,445.28577,-0.030479265,0.030479265,-0.104,23.489817,0.51123148,0.012140785,0.0050307005,8.324275
0.0012298943,498.67569,-0.031162824,0.031162824,-0.104,23.491486,0.51756823,0.011740643,0.005296038,8.1856842
0.0011071606,560.07532,-0.031778026,0.031778026,-0.104,23.492811,0.52328551,0.011415445,0.0055776299,8.0456648
0.00099247613,630.90112,-0.032331713,0.032331713,-0.104,23.493855,0.52840018,0.011158426,0.0058760764,7.903821
0.00088582496,712.90283,-0.032830026,0.032830026,-0.104,23.494673,0.53291738,0.010963711,0.0061917068,7.759717
0.00078704878,808.26318,-0.03327851,0.03327851,-0.104,23.495312,0.53682911,0.01082615,0.0065246122,7.6128621
0.00069588871,919.73517,-0.033682141,0.033682141,-0.104,23.495802,0.5401125,0.010741177,0.0068746419,7.4626985
0.00061201828,1050.8358,-0.034045413,0.034045413,-0.104,23.496176,0.5427264,0.010704657,0.0072413813,7.3085728
0.00053506921,1206.1248,-0.03437236,0.03437236,-0.104,23.496454,0.5446077,0.010712736,0.0076241,7.1497102
0.00046465098,1391.6107,-0.034666609,0.034666609,-0.104,23.496658,0.5456652,0.010761682,0.008021676,6.9851732
0.00040036681,1615.3645,-0.034931432,0.034931432,-0.104,23.496803,0.5457707,0.010847702,0.0084324852,6.8138056
0.0003418253,1888.4584,-0.035169777,0.035169777,-0.104,23.496901,0.54474509,0.010966714,0.0088542225,6.6341534
0.00028865039,2226.459,-0.035384282,0.035384282,-0.104,23.496962,0.54233605,0.011114039,0.0092836451,6.4443483
0.00024048882,2651.873,-0.035577342,0.035577342,-0.104,23.496996,0.53818214,0.011283936,0.0097161429,6.2419386
0.00019701752,3198.3213,-0.035751093,0.035751093,-0.104,23.497007,0.53175133,0.011468878,0.010145024,6.0236187
0.00015795081,3917.9841,-0.03590747,0.03590747,-0.104,23.497004,0.52223521,0.0116583,0.01056031,5.7848067
0.00012304986,4895.6099,-0.036048207,0.036048207,-0.104,23.496988,0.508358,0.011836441,0.01094647,5.5189342
9.1791924e-05,6277.1582,-0.036174871,0.036174871,-0.104,23.496965,0.48786038,0.011978089,0.011278694,5.2157969
6.3998326e-05,8328.6484,-0.036288872,0.036288872,-0.104,23.496946,0.45637873,0.012040246,0.011514501,4.8582625
4.0700717e-05,11554.912,-0.036391471,0.036391471,-0.104,23.496922,0.40614343,0.011942816,0.011572655,4.4189367
2.2221575e-05,17011.16,-0.036483809,0.036483809,-0.104,23.496897,0.32409808,0.011529087,0.011293083,3.8558457
8.3547902e-06,27467.137,-0.036566913,0.036566913,-0.104,23.496883,0.19365585,0.010487475,0.010360713,3.1020062
1.1696368e-06,54829.316,-0.036641706,0.036641706,-0.104,23.496862,0.054118477,0.0082937023,0.0082460772,2.1088045
3.0584989e-08,187138.22,-0.036709022,0.036709022,-0.104,23.496845,0.0048300601,0.0046728272,0.0046710027,1.014966
0.0024839076,208.16849,-0.03079843,0,-0.104,23.549301,0.43634713,0.027725022,-0.00044399776,9.3656769
0.0023402136,228.09093,-0.033035681,0,-0.104,23.562702,0.45044851,0.026005886,-0.00046107965,9.2206287
0.0021867261,250.87769,-0.035049208,0,-0.104,23.573496,0.46295428,0.024342751,-0.00047784508,9.0765162
